CA_code,VA_code,estimate,ASE,flag
C05A,V37D,11.5,0.9,
C05A,V37M,6.5,0.1,
C05A,V38A,16.8,1.1,
C05A,V38B,27,1.2,
C05A,V38C,36.9,1.1,
C05A,V38D,19.3,1.2,
C05A,V38M,6.5,0.1,
C05A,V39A,17.6,1,
C05A,V39B,29.3,1.3,
C05A,V39C,39,1.4,
C05A,V39D,14.1,1,
C05A,V39M,6.3,0.1,
C05A,V40A,23.2,1.2,
C05A,V40B,25.3,1.2,
C05A,V40C,34.9,1.4,
C05A,V40D,16.6,1.1,
C05A,V40M,6.2,0.1,
C05A,V41A,47,1.4,
C05A,V41B,31.5,1.4,
C05A,V41C,18.1,1,
C05A,V41D,3.4,0.6,
C05A,V41M,4.4,0.1,
C05A,V42A,36.5,1.4,
C05A,V42B,32.8,1.5,
C05A,V42C,24.2,1.1,
C05A,V42D,6.5,0.7,
C05A,V42M,5,0.1,
C05A,V43A,9.3,0.9,
C05A,V43B,15.6,1,
C05A,V43C,38.1,1.4,
C05A,V43D,37,1.3,
C05A,V43M,7.5,0.1,
C05A,V44A,2.3,0.4,
C05A,V44B,3.8,0.6,
C05A,V44C,10.4,0.9,
C05A,V44D,43.5,1.7,
C05A,V44E,40,1.4,
C05A,V45A,52.7,1.2,
C05A,V45B,58.6,1.4,
C05A,V45C,40.8,1.4,
C05A,V45D,54.8,1.4,
C05A,V46A,87.7,1,
C05A,V46B,84.3,1.1,
C05A,V46C,89.1,0.9,
C05A,V46D,54.8,1.5,
C05A,V46E,84.4,1.1,
C05A,V46F,84.7,1,
C05A,V47A,76.6,1.2,
C05A,V48A,6.9,0.6,
C05A,V48B,17.3,1.2,
C05A,V48C,27,1.1,
C05A,V48D,30.4,1.3,
C05A,V48E,18.4,1.2,
C05A,V48M,2.4,0,
C05A,V49A,47.3,1.6,
C05A,V49B,84.1,1,
C05A,V49C,35.6,1.6,
C05A,V50A,12.7,1,
C05A,V50B,42.5,1.6,
C05A,V50C,19.5,1.3,
C05A,V50D,25.3,1.5,
C05A,V51A,18.1,1.1,
C05A,V51B,56.7,1.4,
C05A,V51C,14.8,1,
C05A,V51D,10.5,0.9,
C05A,V52A,44.4,2,
C05A,V52B,29.5,1.9,
C05A,V52C,22.5,1.3,
C05A,V52D,29.7,1.5,
C05A,V52E,7.9,0.9,
C05A,V52F,11.8,1.3,
C05A,V52G,19.2,1.3,
C05A,V52H,39.6,1.8,
C05A,V52I,5.6,0.8,
C05A,V52J,41.5,1.8,
C05A,V52K,11.1,1.1,
C05A,V52L,6.7,0.8,
C05A,V52M,10.2,1.2,
C05A,V52N,1.3,0.4,*
C05A,V53A,66.3,1.6,
C05A,V53B,30.9,1.5,
C05A,V53C,1.7,0.4,
C05A,V53D,1.1,0.4,*
C05A,V54A,70,1.7,
C05A,V54B,28.3,1.6,
C05A,V54C,1.2,0.4,*
C05A,V54D,0.5,0.3,**
C05A,V55A,81.3,0.9,
C05A,V55B,10.2,0.8,
C05A,V55C,3.5,0.4,
C05A,V55D,5,0.6,
C05A,V56A,51,1.5,
C05A,V56B,40.4,1.4,
C05A,V56C,4.1,0.5,
C05A,V56D,4.6,0.6,
C05A,V57A,14.8,1,
C05A,V58A,32.8,3.3,
C05A,V58B,29.4,3,
C05A,V58C,10.2,2.4,
C05A,V58D,50.8,4,
C05A,V58E,12.4,2.7,
C05A,V57B,11.1,1.1,
C05A,V59A,14.6,3.4,
C05A,V59B,77.6,3,
C05A,V59C,8.7,2.3,
C05A,V59D,20.6,3.3,
C05A,V57C,9.8,0.8,
C05A,V60A,36.4,4.3,
C05A,V60B,27.8,4.1,
C05A,V60C,39.3,3.9,
C05A,V60D,55.1,4.6,
C05A,V60E,34.1,4,
C05A,V60F,20.4,3.2,
C05A,V60G,35.5,4.4,
C05A,V60H,28.4,3.8,
C05A,V60I,34.8,3.5,
C05A,V60J,12.6,2.6,
C05A,V57D,9.2,0.7,
C05A,V61A,58.5,4.1,
C05A,V61B,76.7,3.5,
C05A,V61C,72.9,4,
C05A,V61D,56.7,4.7,
C05A,V61E,33.2,4,
C05A,V61F,34.6,3.6,
C05A,V61G,34.4,3.7,
C05A,V61H,2.1,1.2,**
C05A,V57E,60.5,1.4,
C05A,V62A,78.8,1.3,
C05A,V62B,67.5,1.5,
C05A,V62C,84,1.1,
C05A,V62D,56,1.6,
C05A,V63A,35.5,1.9,
C05A,V63B,17.7,1.8,
C05A,V63C,48.7,2.1,
C05A,V63D,22.1,1.7,
C05A,V63E,36.8,2,
C05A,V63F,10.4,1.2,
C05A,V63G,9.2,1.1,
C05A,V64A,27.8,1.2,
C05A,V64B,41.1,1.5,
C05A,V64C,53.3,1.5,
C05A,V64D,46.7,1.5,
C05A,V65A,16059.7,1257.8,
C05A,V65B,20324.4,1696.2,
C05A,V65C,36384.1,2168,
C05A,V66A,15.3,1.1,
C05A,V66B,13.1,1,
C05A,V66C,18.1,0.9,
C05A,V67A,32.4,1.6,
C05A,V67B,20.8,1.6,
C05A,V67C,13.2,1.5,
C05A,V67D,6.1,0.9,
C05A,V67E,7.6,1,
C05A,V67F,20,1.4,
C05A,V68A,4.6,0.4,
C05A,V68B,7.7,0.8,
C05A,V68C,8.1,1,
C05A,V68D,5.5,0.9,
C05A,V68E,9,1.3,
C05A,V68F,65.1,2.3,
C05A,V69A,652.2,38.6,
C05A,V69B,417.6,33.5,
C05A,V69C,264.7,31.4,
C05A,V69D,121.9,19.6,
C05A,V69E,152.8,20.5,
C05A,V69F,402.3,31.9,
C05A,V70A,10.2,1.6,
C05A,V70B,33.4,2.2,
C05A,V70C,15.4,1.6,
C05A,V70D,26.6,2.5,
C05A,V70E,9.4,1.5,
C05A,V70F,11.1,1.7,
C05A,V70G,10.6,1.6,
C05A,V70H,13.5,1.8,
C05A,V70I,9.3,1.6,
C05A,V71A,20324.4,1696.2,
C05A,V71B,1612,371.4,
C05A,V71C,4013.1,615,
C05A,V71D,1555.5,374.3,
C05A,V71E,3056.4,659.6,
C05A,V71F,1062.6,262,
C05A,V71G,1331.6,462.2,*
C05A,V71H,1164.7,315.1,
C05A,V71I,1312.5,294.8,
C05A,V71J,951.3,286,*
C05A,V71K,16059.7,1257.8,
C05A,V71L,36384.1,2168,
C05A,V72A,12.3,1.3,
C05A,V72B,16,1.4,
C05A,V72C,7.3,1,
C05A,V72D,12.3,1.1,
C05A,V72E,11.4,1,
C05A,V72F,46.4,1.9,
C05A,V72G,2,0.4,
C05A,V72H,8.2,0.9,
C05A,V72I,5.8,0.7,
C05A,V72J,8.2,1,
C05A,V72K,0.9,0.3,*
C05A,V72L,4.1,0.7,
C05A,V73A,18.1,1.8,
C05A,V73B,23.2,1.7,
C05A,V73C,9.4,1.2,
C05A,V73D,8.6,1.1,
C05A,V73E,10.8,1.1,
C05A,V73F,41.2,2,
C05A,V73G,1.7,0.4,
C05A,V73H,6.3,1,
C05A,V73I,4,0.6,
C05A,V73J,5.4,0.9,
C05A,V73K,3.4,0.7,
C05B,V00T,1.4,0.3,
C05B,V01A,24.1,8.3,*
C05B,V01B,18.5,7.9,*
C05B,V01C,38.4,10.4,
C05B,V01D,11.1,6,**
C05B,V01E,8,5,**
C05B,V01M,7.4,0.3,
C05B,V02A,21.3,9.4,*
C05B,V02B,12.7,7.6,**
C05B,V02C,23.7,8.3,*
C05B,V02D,19.4,8.7,*
C05B,V02E,22.9,7.9,*
C05B,V02M,7.9,0.3,
C05B,V03A,22.7,7.8,*
C05B,V03B,18.4,9.3,**
C05B,V03C,38.6,11.5,
C05B,V03D,9,5.3,**
C05B,V03E,11.2,5.8,**
C05B,V03M,7.5,0.3,
C05B,V04A,33.4,11.1,*
C05B,V04B,23.9,9.3,*
C05B,V04C,25.1,9.4,*
C05B,V04D,7.7,5.2,**
C05B,V04E,10,6.4,**
C05B,V04M,7.1,0.3,
C05B,V05A,26.7,8.2,*
C05B,V05B,14.1,7.1,**
C05B,V05C,36.8,11.3,*
C05B,V05D,14,7.5,**
C05B,V05E,8.5,5.2,**
C05B,V05M,7.2,0.4,
C05B,V06A,S,S,
C05B,V06B,7.5,5.5,**
C05B,V06C,24.9,10.1,*
C05B,V06D,40.3,10.1,
C05B,V06E,24,9.7,*
C05B,V06M,7,0.4,
C05B,V07A,42.1,11.8,
C05B,V07B,18.8,8.1,*
C05B,V07C,18.5,8.8,*
C05B,V07D,14.4,7.8,**
C05B,V07E,6.2,4.5,**
C05B,V07M,3.6,0.7,
C05B,V08A,74.3,9.5,
C05B,V08B,7.7,6.6,**
C05B,V08C,18,8.6,*
C05B,V08M,3.4,0.9,
C05B,V09A,74.7,10.8,
C05B,V09B,S,S,
C05B,V09C,20.5,10.8,**
C05B,V10A,69.2,11.7,
C05B,V10B,19.4,8.8,*
C05B,V10C,11.4,9.2,**
C05B,V11A,9,5.8,**
C05B,V11B,53.7,10.7,
C05B,V11C,37.3,11.6,*
C05B,V12A,8.8,5.4,**
C05B,V12B,25.2,10.7,*
C05B,V12C,44.9,11.1,
C05B,V12D,21.2,8.5,*
C05B,V13A,53.6,11.4,
C05B,V13B,37.4,12.4,*
C05B,V13C,54.6,10.4,
C05B,V13D,63.4,9.5,
C05B,V13E,44,11.5,
C05B,V13F,36.9,11.4,*
C05B,V14A,18,7.7,*
C05B,V14B,49.1,12.2,
C05B,V14C,20.8,9,*
C05B,V14D,12.1,6.5,**
C05B,V15A,25.9,9.6,*
C05B,V15B,22.4,9.7,*
C05B,V15C,13.5,8.4,**
C05B,V15D,18.8,9.2,*
C05B,V15E,19.4,8.5,*
C05B,V16A,19.6,8.8,*
C05B,V16B,11,7.2,**
C05B,V17A,14.3,8.6,**
C05B,V17B,21.9,7.6,*
C05B,V17C,36.2,11.8,*
C05B,V17D,27.7,9.5,*
C05B,V18A,47.6,12.1,
C05B,V18B,37,10.9,
C05B,V18C,30.9,9.5,*
C05B,V18D,28.7,9.7,*
C05B,V18E,47.2,11,
C05B,V18F,37.7,11.9,*
C05B,V18M,14,1.2,
C05B,V19A,20.3,9.5,*
C05B,V19B,38.3,10.8,
C05B,V19C,39.8,10.9,
C05B,V19D,S,S,
C05B,V20A,S,S,
C05B,V20B,33.5,10.9,*
C05B,V20C,64.4,11,
C05B,V21A,37.5,11.8,*
C05B,V21B,62.5,11.8,
C05B,V22A,36.2,11.2,*
C05B,V22B,40.1,10.4,
C05B,V22C,14.9,6.7,*
C05B,V22D,8.8,6.7,**
C05B,V23A,10.8,7.1,**
C05B,V23B,4.7,4.8,***
C05B,V23C,23.2,8.4,*
C05B,V23D,12.7,7,**
C05B,V23E,15.1,8.4,**
C05B,V23F,21.5,10.6,*
C05B,V23G,S,S,
C05B,V23H,8.3,5.5,**
C05B,V23M,6.3,0.5,
C05B,V24A,54.3,9.7,
C05B,V24B,79.5,8.1,
C05B,V24C,42,10.7,
C05B,V24D,69.7,10.9,
C05B,V25A,34.8,9.8,
C05B,V26A,40.3,10.9,
C05B,V26B,21.9,8.6,*
C05B,V26C,21.7,9.4,*
C05B,V26D,11.4,9.1,**
C05B,V26E,4.7,4.5,**
C05B,V26M,3.5,0.6,
C05B,V27A,41,11.4,
C05B,V27B,47.3,11.3,
C05B,V27C,52.5,11.9,
C05B,V27D,36.2,9.7,
C05B,V27E,11.4,6.8,**
C05B,V27F,42.1,10.3,
C05B,V28A,18.1,7.4,*
C05B,V29A,43.9,11.5,
C05B,V29B,80.4,8.6,
C05B,V29C,66.6,10.9,
C05B,V29D,81.5,8.4,
C05B,V30A,S,S,
C05B,V30B,67.2,10.8,
C05B,V30C,30.2,10.9,*
C05B,V31A,S,S,
C05B,V31B,76.1,9.2,
C05B,V31C,23.2,9,*
C05B,V32A,44.1,10.5,
C05B,V32B,29.4,10.5,*
C05B,V32C,23.6,9.9,*
C05B,V32D,S,S,
C05B,V33A,65.9,10.1,
C05B,V33B,70.5,10.5,
C05B,V34A,91.9,5.9,
C05B,V34B,93.5,5.2,
C05B,V34C,86.1,7.5,
C05B,V34D,90,6.7,
C05B,V34E,93.9,4.2,
C05B,V34F,82.6,9.9,
C05B,V35A,S,S,
C05B,V35B,18.6,8.4,*
C05B,V35C,16.3,7.3,*
C05B,V35D,44.5,11.6,
C05B,V35E,18.8,7.5,*
C05B,V35M,3.3,0.1,
C05B,V36A,8.1,5.8,**
C05B,V36B,15.6,8.5,**
C05B,V36C,36.9,10.7,
C05B,V36D,39.3,10.5,
C05B,V36M,7.6,0.4,
C05B,V37A,14.4,8.5,**
C05B,V37B,32.5,10.8,*
C05B,V37C,43.9,10.6,
C05B,V37D,9.2,6.8,**
C05B,V37M,6.3,0.4,
C05B,V38A,22.4,10.1,*
C05B,V38B,32.4,10.3,*
C05B,V38C,33.7,10.8,*
C05B,V38D,11.5,7.6,**
C05B,V38M,5.8,0.6,
C05B,V39A,23.2,10,*
C05B,V39B,30.8,10.4,*
C05B,V39C,34.5,9.7,
C05B,V39D,11.5,7.1,**
C05B,V39M,6.1,0.4,
C05B,V40A,27.8,9.9,*
C05B,V40B,29,9.3,*
C05B,V40C,37.1,10.9,
C05B,V40D,6.1,5,**
C05B,V40M,5.6,0.5,
C05B,V41A,56.2,11.8,
C05B,V41B,24.9,10.2,*
C05B,V41C,17.9,7.8,*
C05B,V41D,S,S,
C05B,V41M,4,0.5,
C05B,V42A,37.2,10.7,
C05B,V42B,38.5,9.7,
C05B,V42C,21.4,8.6,*
C05B,V42D,S,S,
C05B,V42M,4.7,0.5,
C05B,V43A,10.7,5.2,*
C05B,V43B,23.4,10.2,*
C05B,V43C,42.6,11.5,
C05B,V43D,23.3,9.6,*
C05B,V43M,7,0.4,
C05B,V44A,S,S,
C05B,V44B,S,S,
C05B,V44C,20.4,10.1,*
C05B,V44D,53.9,12.1,
C05B,V44E,21.5,8.4,*
C05B,V45A,69.3,9.7,
C05B,V45B,77.5,10,
C05B,V45C,53.6,11.1,
C05B,V45D,69.8,10.7,
C05B,V46A,92.1,5,
C05B,V46B,95.5,4.4,
C05B,V46C,95,4.6,
C05B,V46D,76.8,8.8,
C05B,V46E,92.9,4.8,
C05B,V46F,95.1,4.5,
C05B,V47A,69.5,10.6,
C05B,V48A,9.4,6.1,**
C05B,V48B,19.8,10.7,**
C05B,V48C,28.9,10,*
C05B,V48D,29.5,11.1,*
C05B,V48E,12.5,6.6,**
C05B,V48M,2.2,0.3,
C05B,V49A,32.7,9.7,
C05B,V49B,77.2,10.2,
C05B,V49C,23,9.9,*
C05B,V50A,5.5,4.2,**
C05B,V50B,36.8,13.3,*
C05B,V50C,18.4,9.3,**
C05B,V50D,39.3,11.7,
C05B,V51A,11.9,6,**
C05B,V51B,60.2,11.4,
C05B,V51C,14.4,7.7,**
C05B,V51D,13.5,6.7,**
C05B,V52A,44.3,12.6,
C05B,V52B,37.4,13,*
C05B,V52C,16.9,8.8,**
C05B,V52D,27.6,11,*
C05B,V52E,S,S,
C05B,V52F,19.4,12.1,**
C05B,V52G,26.4,12.2,*
C05B,V52H,45.4,12.7,
C05B,V52I,S,S,
C05B,V52J,40.1,13.2,*
C05B,V52K,15.1,9,**
C05B,V52L,S,S,
C05B,V52M,11.9,6.8,**
C05B,V52N,S,S,
C05B,V53A,77.3,11.1,
C05B,V53B,19.6,10.7,**
C05B,V53C,S,S,
C05B,V53D,S,S,
C05B,V54A,64.8,11.6,
C05B,V54B,34.4,11.5,*
C05B,V54C,S,S,
C05B,V54D,S,S,
C05B,V55A,94.9,3.6,
C05B,V55B,3,3,**
C05B,V55C,S,S,
C05B,V55D,S,S,
C05B,V56A,60.2,11.9,
C05B,V56B,34.2,11.7,*
C05B,V56C,S,S,
C05B,V56D,4,3.8,**
C05B,V57A,15.3,8.1,**
C05B,V58A,23.2,20,**
C05B,V58B,S,S,
C05B,V58C,S,S,
C05B,V58D,80,17.5,
C05B,V58E,S,S,
C05B,V57B,12.3,6.2,**
C05B,V59A,S,S,
C05B,V59B,77.4,21.3,
C05B,V59C,S,S,
C05B,V59D,S,S,
C05B,V57C,S,S,
C05B,V60A,S,S,
C05B,V60B,S,S,
C05B,V60C,S,S,
C05B,V60D,S,S,
C05B,V60E,S,S,
C05B,V60F,S,S,
C05B,V60G,S,S,
C05B,V60H,S,S,
C05B,V60I,S,S,
C05B,V60J,S,S,
C05B,V57D,8.6,5.7,**
C05B,V61A,45.9,42.5,**
C05B,V61B,45.9,42.5,**
C05B,V61C,73.1,31.3,*
C05B,V61D,69.5,33.6,*
C05B,V61E,S,S,
C05B,V61F,73.8,30.2,*
C05B,V61G,72.9,30.9,*
C05B,V61H,S,S,
C05B,V57E,65.3,10.1,
C05B,V62A,89.2,5,
C05B,V62B,71,11,
C05B,V62C,86.4,6.9,
C05B,V62D,72.9,10,
C05B,V63A,38.3,16.9,*
C05B,V63B,12.6,9.3,**
C05B,V63C,42.6,17.1,*
C05B,V63D,13.6,8.5,**
C05B,V63E,37,16.9,*
C05B,V63F,S,S,
C05B,V63G,19,12.9,**
C05B,V64A,23.2,8.5,*
C05B,V64B,26,8.3,*
C05B,V64C,41.5,9.9,
C05B,V64D,58.5,9.9,
C05B,V65A,213.2,151.3,**
C05B,V65B,152.6,88.6,**
C05B,V65C,365.8,200.8,**
C05B,V66A,16.1,9.4,**
C05B,V66B,10.3,4.7,*
C05B,V66C,15.5,6.9,*
C05B,V67A,37.3,17.1,*
C05B,V67B,19.6,11,**
C05B,V67C,13.3,10,**
C05B,V67D,S,S,
C05B,V67E,S,S,
C05B,V67F,22.4,14.4,**
C05B,V68A,7.1,6.2,**
C05B,V68B,7.9,6.7,**
C05B,V68C,9.3,8.2,**
C05B,V68D,S,S,
C05B,V68E,S,S,
C05B,V68F,67.2,19.3,
C05B,V69A,8.8,4.8,**
C05B,V69B,4.6,3,**
C05B,V69C,3.1,2.5,**
C05B,V69D,S,S,
C05B,V69E,S,S,
C05B,V69F,5.3,3.9,**
C05B,V70A,19.4,14.8,**
C05B,V70B,30.8,23.2,**
C05B,V70C,S,S,
C05B,V70D,16.3,15.3,**
C05B,V70E,S,S,
C05B,V70F,S,S,
C05B,V70G,22.7,18.6,**
C05B,V70H,S,S,
C05B,V70I,S,S,
C05B,V71A,152.6,88.6,**
C05B,V71B,17.8,14.8,**
C05B,V71C,34.4,36.5,***
C05B,V71D,28.7,33.2,***
C05B,V71E,25.1,32.3,***
C05B,V71F,16.8,17.6,***
C05B,V71G,3.5,5.2,***
C05B,V71H,15.1,12.8,**
C05B,V71I,15.7,31,***
C05B,V71J,56.1,106.1,***
C05B,V71K,213.2,151.3,**
C05B,V71L,365.8,200.8,**
C05B,V72A,13.5,9,**
C05B,V72B,11.9,8,**
C05B,V72C,11.2,6.1,**
C05B,V72D,8.1,5.9,**
C05B,V72E,12.2,7.4,**
C05B,V72F,41.3,13.8,*
C05B,V72G,S,S,
C05B,V72H,13.6,8,**
C05B,V72I,6.4,5.2,**
C05B,V72J,9.9,8,**
C05B,V72K,S,S,
C05B,V72L,S,S,
C05B,V73A,20.5,11.5,**
C05B,V73B,20.3,11.5,**
C05B,V73C,7.2,5.1,**
C05B,V73D,S,S,
C05B,V73E,13.1,7.5,**
C05B,V73F,44.7,15.2,*
C05B,V73G,6.2,4.8,**
C05B,V73H,12.8,9.5,**
C05B,V73I,S,S,
C05B,V73J,S,S,
C05B,V73K,S,S,
C05C,V00T,2.8,0.5,
C05C,V01A,33.7,7.7,
C05C,V01B,36.2,8.3,
C05C,V01C,19,7.1,*
C05C,V01D,6.4,4,**
C05C,V01E,4.7,3.1,**
C05C,V01M,6.8,0.2,
C05C,V02A,12.3,4.8,*
C05C,V02B,14.3,4.9,*
C05C,V02C,37.5,7.9,
C05C,V02D,17.8,6.6,*
C05C,V02E,18.1,6.5,*
C05C,V02M,8,0.2,
C05C,V03A,40.4,7.2,
C05C,V03B,18.1,7.1,*
C05C,V03C,22,6.5,
C05C,V03D,10.5,5.1,*
C05C,V03E,9,4.3,*
C05C,V03M,6.9,0.3,
C05C,V04A,33.7,8.8,
C05C,V04B,26.9,8.8,*
C05C,V04C,22.6,6.8,*
C05C,V04D,10.6,5.1,*
C05C,V04E,6.1,3.2,**
C05C,V04M,6.9,0.3,
C05C,V05A,41.5,8.7,
C05C,V05B,25.8,7,
C05C,V05C,16.1,5.9,*
C05C,V05D,9.8,4.7,*
C05C,V05E,6.8,4.5,**
C05C,V05M,6.4,0.4,
C05C,V06A,5.5,4.5,**
C05C,V06B,13.9,5.7,*
C05C,V06C,24.1,7.8,*
C05C,V06D,39.3,7.9,
C05C,V06E,17.1,5.5,*
C05C,V06M,6.5,0.4,
C05C,V07A,24.1,7.7,*
C05C,V07B,26.7,8,*
C05C,V07C,16.3,4.9,
C05C,V07D,26.9,7.8,
C05C,V07E,6,3.4,**
C05C,V07M,4.6,0.4,
C05C,V08A,65.9,8.9,
C05C,V08B,9.5,4.9,**
C05C,V08C,24.5,7.5,*
C05C,V08M,1.9,0.6,*
C05C,V09A,56.7,8.9,
C05C,V09B,23.4,8.4,*
C05C,V09C,19.9,8.5,*
C05C,V10A,58.9,8.3,
C05C,V10B,21.3,7.9,*
C05C,V10C,19.8,7.1,*
C05C,V11A,23.2,7.9,*
C05C,V11B,41.4,9,
C05C,V11C,35.3,7.4,
C05C,V12A,15.5,6.4,*
C05C,V12B,27.9,7.8,
C05C,V12C,42.7,7.9,
C05C,V12D,13.9,5.4,*
C05C,V13A,63.6,8.1,
C05C,V13B,39.5,7.8,
C05C,V13C,68.1,7.4,
C05C,V13D,71.2,6.2,
C05C,V13E,32.1,7,
C05C,V13F,46,9.5,
C05C,V14A,10.5,5,*
C05C,V14B,34.4,7.2,
C05C,V14C,32.5,8.9,
C05C,V14D,22.7,8,*
C05C,V15A,12.5,5.3,*
C05C,V15B,20.6,6.7,*
C05C,V15C,13.4,5.5,*
C05C,V15D,22.7,6.3,
C05C,V15E,30.8,7.1,
C05C,V16A,24.3,7.5,*
C05C,V16B,17.8,5.8,*
C05C,V17A,6.9,5.1,**
C05C,V17B,26.1,7.5,
C05C,V17C,39.6,8.8,
C05C,V17D,27.3,5.8,
C05C,V18A,39.4,7,
C05C,V18B,25.1,7.8,*
C05C,V18C,21.8,7.1,*
C05C,V18D,12.7,6.7,**
C05C,V18E,30.8,7.4,
C05C,V18F,51.8,7.9,
C05C,V18M,12.3,0.8,
C05C,V19A,27.8,7,
C05C,V19B,31.5,8,
C05C,V19C,37,7.9,
C05C,V19D,3.7,2.2,**
C05C,V20A,5.1,2.7,**
C05C,V20B,44.7,7.7,
C05C,V20C,50.2,7.4,
C05C,V21A,42.9,7.4,
C05C,V21B,57.1,7.4,
C05C,V22A,20.7,6.5,*
C05C,V22B,56,8.6,
C05C,V22C,15.6,6,*
C05C,V22D,7.6,3.8,*
C05C,V23A,15,5.1,*
C05C,V23B,9.7,4.7,*
C05C,V23C,17.3,7.3,*
C05C,V23D,11.1,5.6,*
C05C,V23E,17.4,6.1,*
C05C,V23F,13.6,6.5,*
C05C,V23G,5.2,3.4,**
C05C,V23H,10.7,6.1,**
C05C,V23M,6.1,0.4,
C05C,V24A,46.3,8.6,
C05C,V24B,73.5,6.9,
C05C,V24C,35.7,11.4,*
C05C,V24D,73.1,7.8,
C05C,V25A,46.1,8.2,
C05C,V26A,44.6,7.2,
C05C,V26B,17.4,6.8,*
C05C,V26C,18.5,6.8,*
C05C,V26D,13.5,4.9,*
C05C,V26E,5.9,4.3,**
C05C,V26M,3.6,0.5,
C05C,V27A,44.9,8.6,
C05C,V27B,45.5,8.8,
C05C,V27C,51.9,9,
C05C,V27D,49.5,7.7,
C05C,V27E,24.9,8.3,*
C05C,V27F,48.9,7.2,
C05C,V28A,29,6.6,
C05C,V29A,54.3,8.9,
C05C,V29B,82.3,6.8,
C05C,V29C,71.2,8.1,
C05C,V29D,90.4,4.9,
C05C,V30A,5.5,3.4,**
C05C,V30B,64.2,8.5,
C05C,V30C,30.3,7.5,
C05C,V31A,7.1,5.2,**
C05C,V31B,66.6,7.3,
C05C,V31C,26.3,7,
C05C,V32A,29.6,7.9,
C05C,V32B,28.1,7.4,
C05C,V32C,29.4,7.9,
C05C,V32D,12.8,5.9,*
C05C,V33A,54.2,8.4,
C05C,V33B,68.1,7.7,
C05C,V34A,89.9,5.3,
C05C,V34B,89.1,5.5,
C05C,V34C,80.7,9,
C05C,V34D,89.2,5.7,
C05C,V34E,85,6.7,
C05C,V34F,83.6,6.4,
C05C,V35A,6.5,5.1,**
C05C,V35B,17.8,5.7,*
C05C,V35C,23.5,6.7,
C05C,V35D,40.2,8.5,
C05C,V35E,11.9,5,*
C05C,V35M,3.2,0.1,
C05C,V36A,12.1,5.8,*
C05C,V36B,24.3,6.3,
C05C,V36C,32.1,7.5,
C05C,V36D,31.6,7.1,
C05C,V36M,7.2,0.3,
C05C,V37A,18.4,6.6,*
C05C,V37B,37.5,8,
C05C,V37C,39.1,7.7,
C05C,V37D,4.9,3.6,**
C05C,V37M,5.9,0.3,
C05C,V38A,28.3,7.6,
C05C,V38B,33.6,10.4,*
C05C,V38C,25.7,7.8,*
C05C,V38D,12.4,5.3,*
C05C,V38M,5.7,0.3,
C05C,V39A,25.8,7.8,*
C05C,V39B,32.1,7.8,
C05C,V39C,32.2,7.8,
C05C,V39D,9.9,5.6,**
C05C,V39M,5.8,0.4,
C05C,V40A,26.3,7.5,
C05C,V40B,29.3,7,
C05C,V40C,36.9,7.3,
C05C,V40D,7.5,3.6,*
C05C,V40M,5.7,0.4,
C05C,V41A,59,7.9,
C05C,V41B,27.4,6.9,
C05C,V41C,12.2,6.1,**
C05C,V41D,S,S,
C05C,V41M,3.9,0.4,
C05C,V42A,44.5,7.8,
C05C,V42B,34.7,8.1,
C05C,V42C,17.3,6.7,*
C05C,V42D,3.4,2.9,**
C05C,V42M,4.3,0.4,
C05C,V43A,27,8.3,*
C05C,V43B,21.3,7.1,*
C05C,V43C,34,8,
C05C,V43D,17.8,5.2,
C05C,V43M,6.1,0.4,
C05C,V44A,3.7,3,**
C05C,V44B,9.1,4.8,**
C05C,V44C,17.3,4.9,
C05C,V44D,52.1,8.5,
C05C,V44E,17.8,6.3,*
C05C,V45A,77.9,7.2,
C05C,V45B,81.7,6.5,
C05C,V45C,61.4,9.3,
C05C,V45D,74.4,6.8,
C05C,V46A,86.9,5.3,
C05C,V46B,92.1,3.7,
C05C,V46C,92.1,4.2,
C05C,V46D,69.9,7.5,
C05C,V46E,91.6,4.3,
C05C,V46F,90,4.7,
C05C,V47A,65.1,9,
C05C,V48A,13.4,5.4,*
C05C,V48B,26.3,8.5,*
C05C,V48C,36.4,8.2,
C05C,V48D,18.8,8.4,*
C05C,V48E,5.1,3.8,**
C05C,V48M,1.8,0.2,
C05C,V49A,34.9,7.3,
C05C,V49B,77.3,7.5,
C05C,V49C,28,7.8,
C05C,V50A,10.9,6.2,**
C05C,V50B,32.5,7.3,
C05C,V50C,24.5,7,
C05C,V50D,32.1,7.6,
C05C,V51A,23.1,7.6,*
C05C,V51B,43.4,8.4,
C05C,V51C,18.1,6.6,*
C05C,V51D,15.4,5.9,*
C05C,V52A,42.2,8.7,
C05C,V52B,35.1,9.2,
C05C,V52C,22.5,7.6,*
C05C,V52D,37.7,8.2,
C05C,V52E,9.5,4.7,*
C05C,V52F,17.3,6.6,*
C05C,V52G,29,9,*
C05C,V52H,28.8,7.7,
C05C,V52I,5.8,3.7,**
C05C,V52J,68.6,8.2,
C05C,V52K,10.1,5,*
C05C,V52L,10.4,5.4,**
C05C,V52M,13,5.9,*
C05C,V52N,S,S,
C05C,V53A,65.1,8.1,
C05C,V53B,33.6,8.3,
C05C,V53C,S,S,
C05C,V53D,S,S,
C05C,V54A,65.6,8.8,
C05C,V54B,33.1,9.3,
C05C,V54C,S,S,
C05C,V54D,S,S,
C05C,V55A,98.7,1.2,
