CA_code,VA_code,estimate,ASE,flag
C17F,V23D,8.8,4.6,**
C17F,V23E,11.3,4.3,*
C17F,V23F,14.4,4.8,*
C17F,V23G,3.8,2.6,**
C17F,V23H,21,6.9,*
C17F,V23M,6.5,0.5,
C17F,V24A,55.5,8.7,
C17F,V24B,85,5.6,
C17F,V24C,45.4,8.4,
C17F,V24D,63.2,10.6,
C17F,V25A,15.3,4.3,
C17F,V26A,57,7.4,
C17F,V26B,11.2,3.9,*
C17F,V26C,18.8,6.6,*
C17F,V26D,9.7,4.7,*
C17F,V26E,3.2,3,**
C17F,V26M,2.7,0.4,
C17F,V27A,60.8,5.7,
C17F,V27B,51.9,8.3,
C17F,V27C,46.8,9.7,
C17F,V27D,33.2,8.7,
C17F,V27E,7.4,4.2,**
C17F,V27F,56.9,8.2,
C17F,V28A,9.1,4.3,*
C17F,V29A,78.4,8.7,
C17F,V29B,84.1,6.5,
C17F,V29C,63,8.6,
C17F,V29D,73.9,7.4,
C17F,V30A,4,2.7,**
C17F,V30B,83.1,6,
C17F,V30C,12.8,4.7,*
C17F,V31A,S,S,
C17F,V31B,70.5,6.1,
C17F,V31C,28.1,5.9,
C17F,V32A,63.8,7.7,
C17F,V32B,19.7,6.9,*
C17F,V32C,11.3,4.3,*
C17F,V32D,5.2,3.3,**
C17F,V33A,68.1,7,
C17F,V33B,76.2,5.4,
C17F,V34A,98.5,1.5,
C17F,V34B,98,1.8,
C17F,V34C,92,3.9,
C17F,V34D,96.7,2.5,
C17F,V34E,96.1,2.9,
C17F,V34F,91.7,5.3,
C17F,V35A,S,S,
C17F,V35B,7.6,3.6,*
C17F,V35C,28,8.5,*
C17F,V35D,38.7,7.3,
C17F,V35E,24.8,6.6,
C17F,V35M,3.4,0.1,
C17F,V36A,7.2,4.4,**
C17F,V36B,12.6,5.3,*
C17F,V36C,29.1,7.2,
C17F,V36D,51.1,7.4,
C17F,V36M,8.2,0.3,
C17F,V37A,15.5,5.6,*
C17F,V37B,25.3,6,
C17F,V37C,48.6,9.2,
C17F,V37D,10.6,4.9,*
C17F,V37M,6.4,0.3,
C17F,V38A,25.9,7.3,
C17F,V38B,24.3,6.8,
C17F,V38C,29.7,6.9,
C17F,V38D,20,7.8,*
C17F,V38M,6.1,0.4,
C17F,V39A,20.1,5.8,
C17F,V39B,31.1,7.8,
C17F,V39C,33.6,6.8,
C17F,V39D,15.2,6.2,*
C17F,V39M,6.2,0.3,
C17F,V40A,31.7,7.7,
C17F,V40B,26.6,6.5,
C17F,V40C,27.1,7.2,
C17F,V40D,14.6,4.5,*
C17F,V40M,5.5,0.5,
C17F,V41A,50.5,8.8,
C17F,V41B,33,8.5,
C17F,V41C,14.3,5.1,*
C17F,V41D,2.3,1.7,**
C17F,V41M,3.9,0.4,
C17F,V42A,47.3,7.1,
C17F,V42B,26.2,6.9,
C17F,V42C,19.6,6.1,*
C17F,V42D,6.9,3.7,**
C17F,V42M,4.4,0.4,
C17F,V43A,10.3,4.7,*
C17F,V43B,16.2,6.1,*
C17F,V43C,34.7,8.8,
C17F,V43D,38.8,7.7,
C17F,V43M,7.4,0.4,
C17F,V44A,S,S,
C17F,V44B,7.9,5.3,**
C17F,V44C,16.6,7.2,*
C17F,V44D,32.7,8,
C17F,V44E,40.9,6.9,
C17F,V45A,46.1,8.8,
C17F,V45B,52.8,6.5,
C17F,V45C,33.3,6.3,
C17F,V45D,51.3,8.6,
C17F,V46A,84.4,6.2,
C17F,V46B,85.9,6.1,
C17F,V46C,88.8,6,
C17F,V46D,54.4,7.5,
C17F,V46E,83.9,6.4,
C17F,V46F,91.9,4.7,
C17F,V47A,77.3,7.6,
C17F,V48A,5,3,**
C17F,V48B,13,4.4,*
C17F,V48C,29.1,8,
C17F,V48D,32.4,5.5,
C17F,V48E,20.5,7,*
C17F,V48M,2.5,0.2,
C17F,V49A,57.3,6.5,
C17F,V49B,91.5,4.2,
C17F,V49C,36.2,7.3,
C17F,V50A,13.7,5.1,*
C17F,V50B,44.6,7.1,
C17F,V50C,21.1,6.6,*
C17F,V50D,20.5,6.6,*
C17F,V51A,24.5,7.1,
C17F,V51B,59.8,6.7,
C17F,V51C,8.1,4.8,**
C17F,V51D,7.6,4.8,**
C17F,V00T,2.4,0,
C17F,V52A,55.3,12.7,
C17F,V52B,41.5,12.3,
C17F,V52C,30.7,10.2,*
C17F,V52D,48.2,11.4,
C17F,V52E,16.3,8.8,**
C17F,V52F,23.1,9.3,*
C17F,V52G,33,10.5,*
C17F,V52H,40.7,11.3,
C17F,V52I,8.8,5.5,**
C17F,V52J,53.7,12,
C17F,V52K,16.6,7.2,*
C17F,V52L,12.2,5.6,*
C17F,V52M,10.5,6.6,**
C17F,V52N,S,S,
C17F,V53A,54.9,12,
C17F,V53B,42.4,11.7,
C17F,V53C,S,S,
C17F,V53D,S,S,
C17F,V54A,64.5,13.2,
C17F,V54B,32.9,13,*
C17F,V54C,S,S,
C17F,V54D,S,S,
C17F,V00T,2.4,0,
C17F,V55A,71.5,6.3,
C17F,V55B,18,4.8,
C17F,V55C,5.1,3.2,**
C17F,V55D,5.3,3.5,**
C17F,V56A,45.5,7.9,
C17F,V56B,41.7,7,
C17F,V56C,9,5.3,**
C17F,V56D,3.8,3,**
C17F,V57A,12.6,4.4,*
C17F,V58A,45.4,18.8,*
C17F,V58B,39.5,19.5,*
C17F,V58C,S,S,
C17F,V58D,27.2,17.3,**
C17F,V58E,12.2,12.6,***
C17F,V57B,16.2,6,*
C17F,V59A,S,S,
C17F,V59B,82.1,14.8,
C17F,V59C,S,S,
C17F,V59D,22.4,18.3,**
C17F,V57C,11.6,5.9,**
C17F,V60A,18.8,15.5,**
C17F,V60B,36.6,19.7,**
C17F,V60C,55.5,25.1,*
C17F,V60D,78.6,19,
C17F,V60E,37.7,22.2,**
C17F,V60F,39.9,22.6,**
C17F,V60G,36.9,18.1,*
C17F,V60H,35.6,17.6,*
C17F,V60I,52.1,20.4,*
C17F,V60J,S,S,
C17F,V57D,5.2,3,**
C17F,V61A,85.8,23.1,
C17F,V61B,80,23.9,
C17F,V61C,87.3,22.1,
C17F,V61D,48.2,30.2,**
C17F,V61E,39.4,26.4,**
C17F,V61F,S,S,
C17F,V61G,50.8,34.9,**
C17F,V61H,S,S,
C17F,V57E,60.2,7.8,
C17F,V62A,86.4,6.3,
C17F,V62B,62.2,7.9,
C17F,V62C,85.8,7,
C17F,V62D,60,11,
C17F,V63A,53.2,10.9,
C17F,V63B,25.9,12.1,*
C17F,V63C,52.9,13.2,
C17F,V63D,28.1,10.2,*
C17F,V63E,35.4,11.8,*
C17F,V63F,8.7,6.2,**
C17F,V63G,12.9,5.7,*
C17F,V00T,2.4,0,
C17F,V64A,32.7,5.6,
C17F,V64B,57.5,7.8,
C17F,V64C,67.7,7.9,
C17F,V64D,32.3,7.9,
C17F,V65A,448.2,136.7,*
C17F,V65B,966.8,518.3,**
C17F,V65C,1415.1,535.6,*
C17F,V66A,13.6,3.3,
C17F,V66B,16.8,8.5,**
C17F,V66C,20.9,7.3,*
C17F,V67A,35,9.8,
C17F,V67B,17.8,6.4,*
C17F,V67C,10.8,5.8,**
C17F,V67D,7.5,4.6,**
C17F,V67E,8.5,5.1,**
C17F,V67F,20.3,8.8,*
C17F,V68A,4.6,2.6,**
C17F,V68B,6.3,3.8,**
C17F,V68C,5.6,3.9,**
C17F,V68D,5.8,3.8,**
C17F,V68E,8.6,6,**
C17F,V68F,69.2,14,
C17F,V69A,23.7,8.2,*
C17F,V69B,12.1,4.6,*
C17F,V69C,7.3,3.8,**
C17F,V69D,5.1,2.9,**
C17F,V69E,5.8,3.4,**
C17F,V69F,13.8,6.1,*
C17F,V70A,15.1,10.2,**
C17F,V70B,40.2,13.8,*
C17F,V70C,21.3,12.9,**
C17F,V70D,8.6,6.5,**
C17F,V70E,7.8,5.5,**
C17F,V70F,11.8,9.5,**
C17F,V70G,15.3,8.7,**
C17F,V70H,9.2,5.8,**
C17F,V70I,S,S,
C17F,V71A,966.8,518.3,**
C17F,V71B,78.8,61.1,**
C17F,V71C,141.4,90.1,**
C17F,V71D,48,48.1,***
C17F,V71E,31.3,47.8,***
C17F,V71F,27.1,22.3,**
C17F,V71G,43.8,44.3,***
C17F,V71H,58.4,44.7,**
C17F,V71I,19.5,14.1,**
C17F,V71J,S,S,
C17F,V71K,448.2,136.7,*
C17F,V71L,1415.1,535.6,*
C17F,V72A,S,S,
C17F,V72B,19.7,7.2,*
C17F,V72C,7,5.1,**
C17F,V72D,20,6.4,*
C17F,V72E,19.6,8.3,*
C17F,V72F,35.5,9.1,
C17F,V72G,S,S,
C17F,V72H,13,7,**
C17F,V72I,8.4,4.8,**
C17F,V72J,9.3,4.3,*
C17F,V72K,S,S,
C17F,V72L,10.7,8.6,**
C17F,V73A,S,S,
C17F,V73B,40.9,11.9,
C17F,V73C,18.3,10.3,**
C17F,V73D,5.8,6.2,***
C17F,V73E,15.3,7.6,*
C17F,V73F,31.1,10.9,*
C17F,V73G,S,S,
C17F,V73H,11,6.6,**
C17F,V73I,8.3,7.6,**
C17F,V73J,7.5,5.1,**
C17F,V73K,9.3,7.8,**
C17G,V00T,4.9,0,
C17G,V01A,22.6,4.7,
C17G,V01B,19.9,3.3,
C17G,V01C,27.4,5,
C17G,V01D,13.2,3.9,
C17G,V01E,16.9,4.2,
C17G,V01M,7.6,0.2,
C17G,V02A,15.4,3.9,
C17G,V02B,11.2,3.1,
C17G,V02C,25,4.6,
C17G,V02D,16.1,4.6,
C17G,V02E,32.3,5.9,
C17G,V02M,8.2,0.2,
C17G,V03A,14,4.3,*
C17G,V03B,16.4,4.7,
C17G,V03C,33.6,5.3,
C17G,V03D,11.8,3.3,
C17G,V03E,24.2,5.1,
C17G,V03M,8,0.2,
C17G,V04A,20.9,4.8,
C17G,V04B,17.6,4.4,
C17G,V04C,29.9,4.8,
C17G,V04D,13.7,4.2,*
C17G,V04E,18,4.6,
C17G,V04M,7.7,0.2,
C17G,V05A,25.3,5.4,
C17G,V05B,20.6,4.5,
C17G,V05C,21.5,3.9,
C17G,V05D,11.3,3.3,
C17G,V05E,21.3,4.9,
C17G,V05M,7.5,0.3,
C17G,V06A,1.8,1.3,**
C17G,V06B,4.4,1.9,*
C17G,V06C,15.4,3.6,
C17G,V06D,35.6,4.8,
C17G,V06E,42.8,5.9,
C17G,V06M,7.8,0.3,
C17G,V07A,49.5,5.5,
C17G,V07B,14.3,3.4,
C17G,V07C,17.5,4.3,
C17G,V07D,14,4,
C17G,V07E,4.7,2.5,**
C17G,V07M,3.2,0.3,
C17G,V08A,79.1,5.4,
C17G,V08B,8,3,*
C17G,V08C,12.9,4.6,*
C17G,V08M,4.6,0.5,
C17G,V09A,73.3,6.8,
C17G,V09B,13.5,4.2,*
C17G,V09C,13.2,5.3,*
C17G,V10A,69.4,7,
C17G,V10B,17.6,5.5,*
C17G,V10C,13,4.5,*
C17G,V11A,6.5,2.6,*
C17G,V11B,55.8,6.6,
C17G,V11C,37.8,6.8,
C17G,V12A,9.1,3.2,*
C17G,V12B,26.2,6,
C17G,V12C,52.4,6.4,
C17G,V12D,12.4,3.5,
C17G,V13A,44.6,5.6,
C17G,V13B,34.2,6.1,
C17G,V13C,55.1,5.4,
C17G,V13D,60.1,5.4,
C17G,V13E,26.4,4.9,
C17G,V13F,33,4.3,
C17G,V14A,22.5,4.2,
C17G,V14B,36.6,6.1,
C17G,V14C,24.6,5.3,
C17G,V14D,16.3,3.7,
C17G,V15A,18.7,4.3,
C17G,V15B,27.4,5.1,
C17G,V15C,20.4,5.1,
C17G,V15D,16.1,4.9,*
C17G,V15E,17.5,4,
C17G,V16A,13.9,4.7,*
C17G,V16B,11.1,3.7,*
C17G,V17A,10.9,4.1,*
C17G,V17B,30.3,6.7,
C17G,V17C,36.2,6.1,
C17G,V17D,22.7,5.2,
C17G,V18A,57.6,5.6,
C17G,V18B,48.2,5.9,
C17G,V18C,38.7,5.3,
C17G,V18D,30.7,5,
C17G,V18E,56,5.8,
C17G,V18F,30.6,5,
C17G,V18M,14.7,0.6,
C17G,V19A,22.2,5.9,
C17G,V19B,26.8,5,
C17G,V19C,48.5,6,
C17G,V19D,2.5,1.8,**
C17G,V20A,3.4,2.2,**
C17G,V20B,32.3,5.5,
C17G,V20C,64.2,5.9,
C17G,V21A,36.4,5.7,
C17G,V21B,63.6,5.7,
C17G,V22A,24.3,4.3,
C17G,V22B,52.7,4.5,
C17G,V22C,18.3,4.3,
C17G,V22D,4.7,2,*
C17G,V23A,11.8,3.5,
C17G,V23B,8.6,3.3,*
C17G,V23C,25.2,5.1,
C17G,V23D,12.3,3.4,
C17G,V23E,8.7,3.4,*
C17G,V23F,14.7,3.9,
C17G,V23G,3.6,1.9,**
C17G,V23H,15.1,4,
C17G,V23M,6.2,0.3,
C17G,V24A,53.1,6.4,
C17G,V24B,79.9,4.7,
C17G,V24C,39.9,7,
C17G,V24D,62.2,5.7,
C17G,V25A,23.3,5.5,
C17G,V26A,46.6,6,
C17G,V26B,18.5,5,
C17G,V26C,17.8,4.4,
