"Week","Date","Fuel","Variable","Value","Unit","Status"
"2024w46",2024-11-15,"Diesel","Importer margin",43.3567982110952,"NZD c/L","Final"
"2024w46",2024-11-15,"Diesel","Importer margin trend",45.7910047172679,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","Importer cost",94.1691650928029,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","Price excluding tax",130.352448052591,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","ETS",14.733,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","GST",33.3689172078886,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","Board price",262.047061578523,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","Adjusted retail price",255.828365260479,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","Importer margin",36.1832829597878,"NZD c/L","Final"
"2024w46",2024-11-15,"Regular Petrol","Importer margin trend",36.880803421211,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","Importer cost",96.6598592998755,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","Price excluding tax",145.181569045023,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","ETS",15.097,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","GST",35.6478853567534,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","Board price",281.024990833741,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","Adjusted retail price",273.300454401776,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","Importer margin",48.5217097451475,"NZD c/L","Final"
"2024w46",2024-11-15,"Premium Petrol 95R","Importer margin trend",48.2543293390983,"NZD c/L","Final"
"2024w47",2024-11-22,"NA","Dubai crude price",72.82,"USD/bbl","Final"
"2024w47",2024-11-22,"NA","Dubai crude price",123.824584672414,"NZD/bbl","Final"
"2024w47",2024-11-22,"NA","Exchange rate",0.58809,"USD/NZD","Final"
"2024w47",2024-11-22,"Diesel","Importer cost",102.188312900308,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","Price excluding tax",142.866677675096,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","ETS",17.061,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","GST",24.1421516512644,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","Board price",189.186223314144,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","Adjusted retail price",185.089829326361,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","Importer margin",40.6783647747886,"NZD c/L","Final"
"2024w47",2024-11-22,"Diesel","Importer margin trend",45.8563279886266,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","Importer cost",96.8139847156761,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","Price excluding tax",130.446171544242,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","ETS",14.761,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","GST",33.3871757316364,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","Board price",262.187043593923,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","Adjusted retail price",255.968347275879,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","Importer margin",33.6321868285662,"NZD c/L","Final"
"2024w47",2024-11-22,"Regular Petrol","Importer margin trend",37.0358603577714,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","Importer cost",99.3232199829871,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","Price excluding tax",145.228310560023,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","ETS",15.125,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","GST",35.6590965840035,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","Board price",281.110943575992,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","Adjusted retail price",273.386407144027,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","Importer margin",45.905090577036,"NZD c/L","Final"
"2024w47",2024-11-22,"Premium Petrol 95R","Importer margin trend",48.3759022697134,"NZD c/L","Final"
"2024w48",2024-11-29,"NA","Dubai crude price",72.42,"USD/bbl","Final"
"2024w48",2024-11-29,"NA","Dubai crude price",123.482471695539,"NZD/bbl","Final"
"2024w48",2024-11-29,"NA","Exchange rate",0.58648,"USD/NZD","Final"
"2024w48",2024-11-29,"Diesel","Importer cost",101.533835524853,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","Price excluding tax",142.610746594422,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","ETS",17.091,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","GST",24.1082619891634,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","Board price",188.92640257137,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","Adjusted retail price",184.830008583586,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","Importer margin",41.0769110695697,"NZD c/L","Final"
"2024w48",2024-11-29,"Diesel","Importer margin trend",45.9216512599854,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","Importer cost",96.4811251265669,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","Price excluding tax",130.374771367561,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","ETS",14.786,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","GST",33.3802157051342,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","Board price",262.13368339074,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","Adjusted retail price",255.914987072696,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","Importer margin",33.8936462409944,"NZD c/L","Final"
"2024w48",2024-11-29,"Regular Petrol","Importer margin trend",37.1909172943318,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","Importer cost",99.0001587270889,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","Price excluding tax",145.171768854216,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","ETS",15.151,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","GST",35.6545153281324,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","Board price",281.075820614313,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","Adjusted retail price",273.351284182348,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","Importer margin",46.1716101271269,"NZD c/L","Final"
"2024w48",2024-11-29,"Premium Petrol 95R","Importer margin trend",48.4974752003285,"NZD c/L","Final"
"2024w49",2024-12-06,"NA","Dubai crude price",72.01,"USD/bbl","Final"
"2024w49",2024-12-06,"NA","Dubai crude price",122.520161976384,"NZD/bbl","Final"
"2024w49",2024-12-06,"NA","Exchange rate",0.58774,"USD/NZD","Final"
"2024w49",2024-12-06,"Diesel","Importer cost",99.7468249338225,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","Price excluding tax",142.832041953672,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","ETS",16.853,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","GST",24.1057562930508,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","Board price",188.907192234506,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","Adjusted retail price",184.810798246723,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","Importer margin",43.0852170198493,"NZD c/L","Final"
"2024w49",2024-12-06,"Diesel","Importer margin trend",45.9869745313441,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","Importer cost",96.0122217843035,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","Price excluding tax",130.191058938603,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","ETS",14.581,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","GST",33.3219088407905,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","Board price",261.686664097438,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","Adjusted retail price",255.467967779394,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","Importer margin",34.1788371543,"NZD c/L","Final"
"2024w49",2024-12-06,"Regular Petrol","Importer margin trend",37.3459742308921,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","Importer cost",98.5229513047596,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","Price excluding tax",144.890782739338,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","ETS",14.941,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","GST",35.5808674109006,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","Board price",280.511186582203,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","Adjusted retail price",272.786650150238,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","Importer margin",46.367831434578,"NZD c/L","Final"
"2024w49",2024-12-06,"Premium Petrol 95R","Importer margin trend",48.6190481309436,"NZD c/L","Final"
"2024w50",2024-12-13,"NA","Dubai crude price",72.72,"USD/bbl","Final"
"2024w50",2024-12-13,"NA","Dubai crude price",125.16781989053,"NZD/bbl","Final"
"2024w50",2024-12-13,"NA","Exchange rate",0.58098,"USD/NZD","Final"
"2024w50",2024-12-13,"Diesel","Importer cost",101.943054415862,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","Price excluding tax",143.213724642528,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","ETS",16.733,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","GST",24.1450086963792,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","Board price",189.208127326691,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","Adjusted retail price",185.111733338907,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","Importer margin",41.270670226666,"NZD c/L","Final"
"2024w50",2024-12-13,"Diesel","Importer margin trend",46.0522978027029,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","Importer cost",98.7190111566026,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","Price excluding tax",130.395122017356,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","ETS",14.477,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","GST",33.3369183026034,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","Board price",261.801736638004,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","Adjusted retail price",255.58304031996,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","Importer margin",31.6761108607537,"NZD c/L","Final"
"2024w50",2024-12-13,"Regular Petrol","Importer margin trend",37.5010311674525,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","Importer cost",101.258954301552,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","Price excluding tax",145.181957105254,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","ETS",14.834,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","GST",35.6084935657881,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","Board price",280.722987103007,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","Adjusted retail price",272.998450671042,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","Importer margin",43.9230028037019,"NZD c/L","Final"
"2024w50",2024-12-13,"Premium Petrol 95R","Importer margin trend",48.7406210615587,"NZD c/L","Final"
"2024w51",2024-12-20,"NA","Dubai crude price",73.33,"USD/bbl","Final"
"2024w51",2024-12-20,"NA","Dubai crude price",128.414822079014,"NZD/bbl","Final"
"2024w51",2024-12-20,"NA","Exchange rate",0.57104,"USD/NZD","Final"
"2024w51",2024-12-20,"Diesel","Importer cost",105.452984032905,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","Price excluding tax",145.073091331152,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","ETS",16.383,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","GST",24.3714136996727,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","Board price",190.943899018608,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","Adjusted retail price",186.847505030824,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","Importer margin",39.6201072982469,"NZD c/L","Final"
"2024w51",2024-12-20,"Diesel","Importer margin trend",46.1176210740616,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","Importer cost",100.526056190251,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","Price excluding tax",133.179823768307,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","ETS",14.174,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","GST",33.709173565246,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","Board price",264.655693651596,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","Adjusted retail price",258.436997333552,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","Importer margin",32.6537675780559,"NZD c/L","Final"
"2024w51",2024-12-20,"Regular Petrol","Importer margin trend",37.6560881040128,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","Importer cost",103.110211710622,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","Price excluding tax",147.764224131892,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","ETS",14.524,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","GST",35.9493336197838,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","Board price",283.336094183641,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","Adjusted retail price",275.611557751676,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","Importer margin",44.6540124212701,"NZD c/L","Final"
"2024w51",2024-12-20,"Premium Petrol 95R","Importer margin trend",48.8621939921738,"NZD c/L","Final"
"2024w52",2024-12-27,"NA","Dubai crude price",73.22,"USD/bbl","Final"
"2024w52",2024-12-27,"NA","Dubai crude price",129.895626977322,"NZD/bbl","Final"
"2024w52",2024-12-27,"NA","Exchange rate",0.563683333333333,"USD/NZD","Final"
"2024w52",2024-12-27,"Diesel","Importer cost",106.072572799958,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","Price excluding tax",148.252757096377,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","ETS",16.383,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","GST",24.8483635644566,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","Board price",194.600514648618,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","Adjusted retail price",190.504120660834,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","Importer margin",42.1801842964191,"NZD c/L","Final"
"2024w52",2024-12-27,"Diesel","Importer margin trend",46.1829443454204,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","Importer cost",100.115531489635,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","Price excluding tax",136.594283289515,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","ETS",14.174,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","GST",34.2213424934273,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","Board price",268.582322100987,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","Adjusted retail price",262.363625782943,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","Importer margin",36.4787517998809,"NZD c/L","Final"
"2024w52",2024-12-27,"Regular Petrol","Importer margin trend",37.8111450405732,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","Importer cost",102.733867139684,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","Price excluding tax",150.720171518092,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","ETS",14.524,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","GST",36.3927257277138,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","Board price",286.735433677771,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","Adjusted retail price",279.010897245805,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","Importer margin",47.9863043784082,"NZD c/L","Final"
"2024w52",2024-12-27,"Premium Petrol 95R","Importer margin trend",48.9837669227889,"NZD c/L","Final"
"2025w01",2025-01-03,"NA","Dubai crude price",75.9,"USD/bbl","Final"
"2025w01",2025-01-03,"NA","Dubai crude price",134.833456698742,"NZD/bbl","Final"
"2025w01",2025-01-03,"NA","Exchange rate",0.562916666666667,"USD/NZD","Final"
"2025w01",2025-01-03,"Diesel","Importer cost",109.622184292634,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","Price excluding tax",150.589692226709,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","ETS",16.383,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","GST",25.1989038340063,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","Board price",196.232394628171,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","Adjusted retail price",193.191596060715,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","Importer margin",40.9675079340749,"NZD c/L","Final"
"2025w01",2025-01-03,"Diesel","Importer margin trend",46.2482676167791,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","Importer cost",100.946255493738,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","Price excluding tax",138.713688853687,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","ETS",14.174,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","GST",34.5392533280531,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","Board price",270.232139846328,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","Adjusted retail price",264.80094218174,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","Importer margin",37.7674333599497,"NZD c/L","Final"
"2025w01",2025-01-03,"Regular Petrol","Importer margin trend",37.9662019771335,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","Importer cost",104.263690367999,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","Price excluding tax",152.017695528686,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","ETS",14.524,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","GST",36.5873543293028,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","Board price",288.227586289953,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","Adjusted retail price",280.503049857988,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","Importer margin",47.7540051606869,"NZD c/L","Final"
"2025w01",2025-01-03,"Premium Petrol 95R","Importer margin trend",49.105339853404,"NZD c/L","Final"
"2025w02",2025-01-10,"NA","Dubai crude price",77.34,"USD/bbl","Final"
"2025w02",2025-01-10,"NA","Dubai crude price",137.635250569476,"NZD/bbl","Final"
"2025w02",2025-01-10,"NA","Exchange rate",0.56192,"USD/NZD","Final"
"2025w02",2025-01-10,"Diesel","Importer cost",110.858782402446,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","Price excluding tax",151.364256626058,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","ETS",16.383,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","GST",25.3150884939088,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","Board price",196.700905519292,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","Adjusted retail price",194.082345119967,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","Importer margin",40.5054742236122,"NZD c/L","Final"
"2025w02",2025-01-10,"Diesel","Importer margin trend",46.3109927706886,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","Importer cost",101.421960403401,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","Price excluding tax",139.474773612155,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","ETS",14.174,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","GST",34.6534160418232,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","Board price",270.792387857183,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","Adjusted retail price",265.676189653978,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","Importer margin",38.0528132087536,"NZD c/L","Final"
"2025w02",2025-01-10,"Regular Petrol","Importer margin trend",38.1242276791778,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","Importer cost",104.745677122534,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","Price excluding tax",152.903976441027,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","ETS",14.524,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","GST",36.7202964661541,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","Board price",289.246809339146,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","Adjusted retail price",281.522272907181,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","Importer margin",48.1582993184934,"NZD c/L","Final"
"2025w02",2025-01-10,"Premium Petrol 95R","Importer margin trend",49.2275998286037,"NZD c/L","Final"
"2025w03",2025-01-17,"NA","Dubai crude price",82.6,"USD/bbl","Final"
"2025w03",2025-01-17,"NA","Dubai crude price",147.481564804399,"NZD/bbl","Final"
"2025w03",2025-01-17,"NA","Exchange rate",0.56007,"USD/NZD","Final"
"2025w03",2025-01-17,"Diesel","Importer cost",118.186105677506,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","Price excluding tax",153.948913350695,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","ETS",16.383,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","GST",25.7027870026042,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","Board price",199.673260752623,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","Adjusted retail price",197.054700353299,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","Importer margin",35.7628076731882,"NZD c/L","Final"
"2025w03",2025-01-17,"Diesel","Importer margin trend",46.373717924598,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","Importer cost",105.48331505626,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","Price excluding tax",141.629345297416,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","ETS",14.174,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","GST",34.9766017946124,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","Taxes",77.374,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","Board price",273.270145295234,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","Adjusted retail price",268.153947092029,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","Importer margin",36.1460302411564,"NZD c/L","Final"
"2025w03",2025-01-17,"Regular Petrol","Importer margin trend",38.2822533812221,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","Importer cost",108.824994587886,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","Price excluding tax",154.701569860357,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","ETS",14.524,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","GST",36.9899354790536,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","Taxes",77.374,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","Board price",291.314041771376,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","Adjusted retail price",283.589505339411,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","Importer margin",45.8765752724717,"NZD c/L","Final"
"2025w03",2025-01-17,"Premium Petrol 95R","Importer margin trend",49.3498598038035,"NZD c/L","Final"
"2025w04",2025-01-24,"NA","Dubai crude price",82.64,"USD/bbl","Final"
"2025w04",2025-01-24,"NA","Dubai crude price",146.366518481784,"NZD/bbl","Final"
"2025w04",2025-01-24,"NA","Exchange rate",0.56461,"USD/NZD","Final"
"2025w04",2025-01-24,"Diesel","Importer cost",115.081236552808,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","Price excluding tax",155.600250507385,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","ETS",17.283,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","GST",26.0854875761077,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","Taxes",1.02,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","Board price",202.607298482817,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","Adjusted retail price",199.988738083492,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","Importer margin",40.5190139545761,"NZD c/L","Final"
"2025w04",2025-01-24,"Diesel","Importer margin trend",46.4364430785075,"NZD c/L","Final"
